planet_name,radius_of_planet,planet_mass,orbital_period,transit_depth,orbital_eccentricity,effective_temperature_of_star,radius_of_star,orbital_inclination,impact_parameter,transit_duration,ratio_of_distance_to_star,ratio_of_radii
Kepler-139 d,2.022,4.65808,7.305698218000001,0.025851999999999997,0.0,5618.0,1.184,88.86800000000001,0.40908,1.44404,31.508000000000003,0.015654
Kepler-14 b,11.298,2555.2972,6.79012182,0.226284,0.0,6380.2,1.9740000000000002,88.34400000000001,0.22705999999999998,6.14642,8.40826,0.052584
Kepler-145 b,2.284,37.1,22.950609932,0.013372,0.0,6119.4,1.858,88.60999999999999,0.52884,4.51334,31.066000000000003,0.011242
Kepler-145 c,3.8840000000000003,79.4,42.882400392,0.038947999999999997,0.0,6119.4,1.858,88.45,0.64756,9.79204,25.838,0.01914
Kepler-15 b,10.943333333333333,210.71869,4.942783148333333,1.1296833333333334,0.01,5559.5,1.0,87.045,0.5658,3.3165283333333333,11.201500000000001,0.10037
Kepler-1513 b,9.1425,48.30992,160.8846180675,0.7694725,0.0,5650.0,1.04,89.92750000000001,0.26285000000000003,10.784475,119.425,0.08021249999999999
Kepler-1514 b,17.93,1678.1424,217.831794146,0.89015,0.08020000000000001,6310.0,1.8539999999999999,89.9588,0.14752,21.308796,92.3672,0.08840200000000001
Kepler-161 b,2.038,12.1,4.921356988,0.078052,0.0,5074.2,0.742,89.148,0.24409999999999998,1.8742,19.8428,0.025148000000000004
Kepler-161 c,2.05,11.8,7.064258468,0.072298,0.0,5074.2,0.742,89.30199999999999,0.31196,1.3848,34.44799999999999,0.025341999999999996
Kepler-1654 b,9.18,158.915,1047.8356,0.5096,0.26,5597.0,1.18,89.982,0.114,22.992,370.3,0.07138
Kepler-1655 b,2.12,5.2,11.872904926,0.03418600000000001,0.0,6104.8,1.066,88.774,0.38218,2.4238,30.518,0.018118000000000002
Kepler-1656 b,4.582,48.2,31.578661848000003,0.21347999999999998,0.0,5710.4,1.004,89.956,0.04686,2.124652,117.97940000000001,0.041864
Kepler-1658 b,12.807999999999998,1868.8404000000003,3.849371728,0.13181,0.0,6273.4,2.912,79.832,0.9238200000000001,2.70826,5.2946,0.040290000000000006
Kepler-167 e,10.2225,321.00669,888.6741233,1.95844,0.0,4916.0,0.7525,89.95750000000001,0.2002,16.162775,463.85,0.12442
Kepler-17 b,14.740000000000002,769.1374333333333,1.485711022,2.137572,0.0,5656.6,1.026,89.74600000000001,0.02736,2.28478,5.65518,0.13183599999999998
Kepler-170 b,3.062,82.6,7.930581954,0.083216,0.0,5663.6,1.006,87.114,0.61976,3.64548,13.430000000000001,0.027818
Kepler-1704 b,10.673333333333334,1322.16617,859.2540784666667,0.5026,0.0,5755.666666666667,1.54,89.95,0.11869999999999999,5.948933333333334,1162.3333333333333,0.06362000000000001
Kepler-1705 b,1.07,4.47,9.0194714,0.01916,0.0,5775.0,0.77,88.81,0.2805,5.92,11.34,0.01279
Kepler-1710 b,2.6380000000000003,3.4949400000000006,14.910906584,0.088264,0.0,5628.0,0.8859999999999999,89.728,0.18518,3.32826,33.4096,0.027272
Kepler-176 c,2.58,23.0,12.759494382,0.090334,0.0,5163.2,0.852,88.926,0.41568000000000005,3.5357399999999997,25.192,0.02779
Kepler-176 d,2.734,15.2,25.752312122,0.07880000000000001,0.0,5163.2,0.852,88.84,0.79866,2.87296,42.5,0.0295
Kepler-177 b,3.288,4.413333333333333,36.85639164,0.076652,0.0,6125.0,1.058,87.77399999999999,0.65296,8.2096,23.816,0.028498
Kepler-177 c,7.506666666666667,11.899999999999999,49.411071455,0.34607333333333334,0.0,6059.5,1.1016666666666668,88.80416666666667,0.8873833333333333,5.283516666666667,41.754999999999995,0.06250666666666667
Kepler-18 b,2.03,9.82555,3.5047066499999997,0.0307,0.0,5359.0,1.0483333333333333,85.035,0.7667666666666667,2.0093833333333335,8.941666666666668,0.017706666666666666
Kepler-18 c,5.015000000000001,18.480503333333335,7.641573796666667,0.23070833333333335,0.0,5359.0,1.0483333333333333,89.28,0.19231666666666666,3.4317433333333334,16.87295,0.04371666666666667
Kepler-18 d,6.135000000000001,17.768795,14.858911098333332,0.330245,0.0,5359.0,1.0483333333333333,89.28666666666668,0.30351666666666666,3.5515866666666667,30.315783333333332,0.053496666666666665
Kepler-183 c,2.464,35.7,11.637021663999999,0.062724,0.0,5815.0,0.9800000000000001,89.59,0.20684,3.34518,25.875999999999998,0.023021999999999997
Kepler-184 c,2.136,8.8,20.303003754000002,0.053464,0.0,5790.8,0.8640000000000001,88.638,0.58856,4.49138,27.536,0.022516
Kepler-1876 b,1.274,2.4,6.992051388,0.0033320000000000003,0.0,6097.6,2.01,84.126,0.41659999999999997,4.8711199999999995,8.155800000000001,0.005884
Kepler-189 c,2.788,22.7,20.134899822,0.11432400000000001,0.0,5173.4,0.766,88.704,0.7292400000000001,3.69888,30.419999999999998,0.033434
Kepler-19 b,2.204833333333333,10.549570000000001,9.286979059999998,0.06760833333333333,0.0,5542.833333333333,0.8250000000000001,89.38333333333333,0.16736666666666666,3.3972833333333337,20.06063333333333,0.024413333333333332
Kepler-197 c,1.324,5.3,10.349710462,0.012072,0.0,5978.4,1.1300000000000001,87.28999999999999,0.45626,4.3308,14.522,0.010736
Kepler-1972 b,0.905,2.02,7.545914435,0.0018525,0.0,5949.25,1.9874999999999998,84.015,0.688375,6.202725,7.2946064999999995,0.00418
Kepler-1972 c,0.91,2.11,11.3220104,0.00171,0.0,6003.0,2.19,89.38,0.1749,5.86,14.6,0.0038
Kepler-20 b,2.016,9.403245,3.696119236,0.03921,0.0,5460.6,0.932,84.56400000000001,0.64864,2.5205,7.8957999999999995,0.019898
Kepler-20 c,3.05,13.3750075,10.854095764,0.104308,0.0,5460.6,0.932,88.584,0.47864000000000007,3.7847,19.88,0.030084
Kepler-20 d,2.658,14.12919,77.61155376,0.08244,0.0,5460.6,0.932,89.834,0.22136,7.260720000000001,79.642,0.026223999999999997
Kepler-20 e,0.842,1.92,6.098532438,0.007776,0.0,5460.6,0.932,87.744,0.52596,2.8792199999999997,13.568000000000001,0.00834
Kepler-20 f,0.9800000000000001,7.85,19.57751662,0.010778,0.0,5460.6,0.932,89.264,0.36967999999999995,3.6139,36.953540000000004,0.009673999999999999
Kepler-203 c,2.212,749.9,5.37064323,0.050550000000000005,0.0,5918.4,0.9620000000000001,88.994,0.32454,2.0682,18.3348,0.021036
Kepler-203 d,1.272,33.9,11.329772232,0.017146,0.0,5918.4,0.9620000000000001,88.916,0.33112,3.8292,20.868000000000002,0.012168
Kepler-21 b,1.6365,7.66,2.7858142183333334,0.0068745,0.003333333333333333,6171.833333333333,1.875,83.32333333333332,0.49178333333333335,3.5019,5.153166666666667,0.007995
Kepler-211 c,2.542,18.3,6.040458204,0.026652,0.0,5240.6,1.45,87.846,0.39674,2.1176000000000004,18.89,0.015794
Kepler-215 d,2.48,23.6,30.864362238000002,0.055574,0.0,5764.4,0.986,89.176,0.64142,2.83872,63.8442,0.023104
Kepler-219 d,2.7800000000000002,19.1,47.90364006,0.03752,0.0,5782.0,1.36,89.45,0.43290000000000006,5.83428,53.08,0.018654
Kepler-22 b,2.19,22.55,289.863927,0.050496,0.0,5590.4,0.9359999999999999,89.9,0.3437,7.1790199999999995,264.44,0.021558
Kepler-221 c,2.862,15.1,5.690586258,0.137206,0.0,5281.6,0.774,88.942,0.27218,2.5163,16.928,0.033836
Kepler-223 b,1.8920000000000001,5.7,7.384338956000001,0.031916,0.0,5824.2,1.056,88.44200000000001,0.24847999999999998,5.41752,10.106,0.01633
Kepler-223 c,2.6060000000000003,8.75,9.848312738,0.042806,0.0,5824.2,1.056,79.89000000000001,0.75286,6.69928,6.9239999999999995,0.02275
Kepler-223 d,3.554,6.95,14.787831020000002,0.085468,0.0,5824.2,1.056,84.452,0.6759999999999999,6.9078,10.961,0.031059999999999997
Kepler-223 e,20.09,4.8,19.723594900000002,0.062124,0.0,5824.2,1.056,78.664,1.0767000000000002,8.141300000000001,8.656,0.182154
Kepler-226 b,1.6260000000000001,24.0,3.941047434,0.038768,0.0,5484.2,0.8300000000000001,88.934,0.18036000000000002,2.5433,11.437999999999999,0.018018
Kepler-226 c,2.604,45.2,5.349558589999999,0.086714,0.0,5484.2,0.8300000000000001,85.988,0.61446,3.15052,9.9003,0.028974
Kepler-23 b,1.892,134.75,7.106937792000001,0.012870000000000001,0.0,5877.4,1.608,85.97999999999999,0.48229999999999995,5.2598,8.3786,0.010830000000000001
Kepler-23 c,3.2399999999999998,459.15,10.742429526,0.041682000000000004,0.0,5877.4,1.608,89.59,0.08324000000000001,6.093999999999999,13.671423999999998,0.01851
Kepler-23 d,2.364,17.6,15.274413152,0.021952,0.0,5877.4,1.608,89.412,0.20366,6.25622,18.546,0.013466
Kepler-231 b,1.7420000000000002,35.4,10.065240892,0.10908199999999998,0.0,3923.0,0.51,89.462,0.3269,1.41282,48.822,0.031316
Kepler-231 c,1.81,24.1,19.271529864,0.127894,0.0,3923.0,0.51,89.84,0.26070000000000004,2.83628,51.284000000000006,0.032548
Kepler-238 e,6.124,169.7,23.653669156,0.34924,0.0,5818.4,1.032,89.27000000000001,0.1718,8.36262,21.3322,0.054928
Kepler-238 f,2.2239999999999998,13.5,50.446817700000004,0.039934000000000004,0.0,5818.4,1.032,88.732,0.71924,7.4719,35.618,0.020058
Kepler-24 b,3.1119999999999997,270.9,8.145110194,0.047566,0.0,6010.6,1.1260000000000001,79.50999999999999,0.9464599999999999,4.697039999999999,5.337999999999999,0.025285999999999996
Kepler-24 c,4.254,271.05,12.333441016,0.054564,0.0,6010.6,1.1260000000000001,79.09599999999999,0.96776,6.15024,5.6770000000000005,0.034782
Kepler-240 c,2.228,102.3,7.953555302,0.09310399999999999,0.0,4930.6,0.75,89.58,0.17062,2.63252,22.906,0.02731
Kepler-244 d,2.686,15.2,20.050416822,0.09077,0.0,5555.0,0.8280000000000001,88.44800000000001,0.57772,4.714,24.95,0.029708000000000002
Kepler-245 c,2.502,225.6,17.46082144,0.084488,0.0,5217.8,0.8400000000000001,89.47999999999999,0.35598,2.2903,52.646,0.027272
Kepler-245 d,3.3259999999999996,21.6,36.276814702,0.162646,0.0,5217.8,0.8400000000000001,89.84,0.15988,4.7442,59.266,0.036202
Kepler-25 b,2.77,814.8794340000001,6.23853981,0.04016,0.0,6236.0,1.37,89.61200000000001,0.09278,3.540538,13.4547,0.018484
Kepler-25 c,4.957999999999999,280.05709199999995,12.720371662,0.11762,0.0,6236.0,1.37,89.126,0.39311999999999997,2.6675579999999997,31.8288,0.033024
Kepler-254 c,2.388,3.2,12.412161907999998,0.063486,0.0,5868.0,0.93,89.264,0.22000000000000003,3.54108,24.8,0.023642000000000003
Kepler-26 b,2.916,43.63666666666666,12.28301509,0.296828,0.0,4005.2,0.542,89.49,0.32088,2.79144,33.242,0.049384
Kepler-26 c,2.808,34.40025,17.25117246,0.214636,0.0,4005.2,0.542,88.86600000000001,0.79162,2.1036,42.980000000000004,0.047538
Kepler-267 b,2.002,37.9,3.3537259999999995,0.138168,0.0,3858.2,0.48,85.576,0.67466,1.6397,11.1208,0.03836199999999999
Kepler-27 b,5.108,1468.555,15.335261621999999,0.32568400000000003,0.0,5325.0,0.8640000000000001,89.09200000000001,0.40148,3.71136,28.708,0.054093999999999996
Kepler-27 c,7.112,2203.535,31.330506802000002,0.540014,0.0,5325.0,0.8640000000000001,88.658,0.8021800000000001,5.2166,32.838,0.075292
Kepler-272 b,1.362,78.0,2.971364776,0.02393,0.0,5304.6,0.8779999999999999,87.628,0.2923,2.71136,7.922,0.014138000000000001
Kepler-272 c,1.73,97.8,6.057328676,0.039338,0.0,5304.6,0.8779999999999999,89.184,0.19704,3.74202,12.0976,0.017986000000000002
Kepler-276 c,3.21,20.9,31.8839096,0.091656,0.0,6028.4,1.002,88.888,0.50556,5.35938,39.268,0.029444000000000005
Kepler-276 d,2.936,17.35,48.648986920000006,0.06328199999999999,0.0,6028.4,1.002,89.33,0.54908,4.5944400000000005,63.5,0.026942
Kepler-277 b,2.988,82.7,17.324221698,0.024148,0.0,5947.4,1.716,85.04400000000001,0.8183,8.177000000000001,9.718,0.015948
Kepler-277 c,2.972,51.9,33.006225199999996,0.027302,0.0,5947.4,1.716,88.91,0.31257999999999997,7.37264,30.254,0.015884000000000002
Kepler-279 c,4.096,28.4,35.73664146,0.080586,0.0,6697.6,1.236,86.862,0.8985200000000001,8.72354,15.828,0.030474
Kepler-279 d,3.1750000000000003,21.0,54.415280525,0.056075,0.0,6780.5,1.12,87.2325,0.9335,8.36375,21.2625,0.0262875
Kepler-28 b,1.932,244.35,5.9122680260000005,0.102142,0.0,4190.2,0.584,87.80199999999999,0.5511199999999999,2.42028,15.762,0.030247999999999997
Kepler-28 c,1.8980000000000001,221.565,8.98581241,0.089324,0.0,4190.2,0.584,87.78200000000001,0.6282,2.9941,17.058,0.029772
Kepler-282 d,2.304,61.0,24.805435686,0.06265000000000001,0.0,6010.0,0.906,89.616,0.22954,6.02894,29.7454,0.023324
Kepler-282 e,2.664,56.2,44.34712442,0.082522,0.0,6010.0,0.906,89.672,0.26539999999999997,6.453740000000001,49.769999999999996,0.026890000000000004
Kepler-289 b,3.34,7.3,34.54382288,0.04412,0.0,6206.0,1.5100000000000002,89.486,0.44315999999999994,3.3661000000000003,65.376,0.020364
Kepler-289 c,17.096,132.7443,125.86543271600002,1.262444,0.0,6206.0,1.5100000000000002,89.95,0.22338,9.01942,114.922,0.103572
Kepler-29 b,1393.4049999999997,45.53666666666666,10.339156666666666,0.12868666666666667,0.0,5703.666666666667,0.855,63.69833333333333,15.3457,3.659066666666667,29.828333333333333,14.633731666666668
Kepler-29 c,737.096,34.6,13.287498438,0.11630599999999999,0.0,5768.8,0.88,68.068,8.501479999999999,4.03282,23.185999999999996,7.740346000000001
Kepler-297 b,3.188,48.5,38.869010462,0.09959599999999999,0.0,6041.2,1.012,89.954,0.0268,6.136139999999999,49.7808,0.028898
Kepler-297 c,7.3420000000000005,42.1,74.926191618,0.42254800000000003,0.0,6041.2,1.012,89.398,0.81418,4.797199999999999,82.18,0.06645000000000001
Kepler-30 b,1.7299999999999998,40.5665,29.161474333333334,0.039200000000000006,0.0,5477.0,0.8933333333333332,89.19,0.45459999999999995,4.755633333333333,42.03333333333334,0.017886666666666665
Kepler-30 c,12.966,1415.93825,60.324504298,2.162622,0.0,5480.2,0.884,89.812,0.30114,6.7324600000000006,74.012,0.13458799999999999
Kepler-30 d,9.27,2713.105,143.20810202,1.099722,0.0,5480.2,0.884,89.926,0.41714,9.07506,122.1,0.096396
Kepler-305 b,3.4480000000000004,8.85,5.487110956,0.14881,0.0,5067.8,0.812,85.634,0.78026,2.91156,9.898,0.03897
Kepler-305 c,3.2659999999999996,5.25,8.290864442,0.11166800000000002,0.0,5067.8,0.812,84.758,0.89246,3.38718,9.928,0.036952
Kepler-305 d,2.8400000000000003,9.1,16.738665806,0.112704,0.0,5067.8,0.812,89.242,0.32516,2.5114799999999997,45.734,0.031896
Kepler-307 b,3.3,6.05,10.415744476,0.08616200000000002,0.0,5620.2,1.052,88.238,0.6946800000000001,2.76986,21.805999999999997,0.028626
Kepler-307 c,3.028,2.968,13.084221748,0.06924999999999999,0.0,5620.2,1.052,88.03200000000001,0.7533200000000001,3.0974,22.344,0.026346
Kepler-31 c,5.098000000000001,761.6,42.633728758000004,0.17446,0.0,6412.8,1.178,89.246,0.39415999999999995,6.30088,47.786,0.039612
Kepler-31 d,4.076,2161.244,87.6474814,0.11121,0.0,6412.8,1.178,89.368,0.4793,8.99198,65.676,0.031689999999999996
Kepler-310 d,2.456,7.0,92.8750867,0.063154,0.0,5740.0,0.858,89.268,0.83178,7.15342,59.32000000000001,0.026188
Kepler-317 b,2.116,109.8,5.524188952,0.050890000000000005,0.0,5439.4,0.9359999999999999,88.28200000000001,0.39560000000000006,2.73608,14.25,0.020798
Kepler-32 b,2.072,656.2,5.901279122,0.171604,0.0,3794.6,0.504,89.486,0.19542,2.24632,19.8552,0.037644
Kepler-32 c,2.084,83.3,8.752116652,0.147772,0.0,3794.6,0.504,88.238,0.61052,2.4119599999999997,21.512,0.037852
Kepler-323 b,1.6960000000000002,344.15,1.67832813,0.014926,0.0,6220.2,1.3239999999999998,83.344,0.35706,2.37758,4.64656,0.011810000000000001
Kepler-323 c,1.89,43.25,3.5538242240000004,0.019222,0.0,6220.2,1.3239999999999998,86.74,0.40706,3.0575,7.8671999999999995,0.013125999999999999
Kepler-326 b,2.364,44.6,2.2482923059999997,0.02667,0.0,5157.8,1.472,89.268,0.1143,2.01438,8.50206,0.014660000000000001
Kepler-326 c,2.626,17.4,4.5803402040000005,0.03177000000000001,0.0,5157.8,1.472,89.108,0.26212,2.1211599999999997,15.668200000000002,0.016253999999999998
Kepler-326 d,2.39,6.9,6.766902784,0.024478,0.0,5157.8,1.472,89.074,0.37771999999999994,1.67796,26.792,0.014813999999999999
Kepler-327 c,1.166,20.3,5.212304852000001,0.045579999999999996,0.0,3831.0,0.5,87.214,0.5896,2.2161999999999997,13.884,0.02136
Kepler-328 b,3.095,28.5,34.917454375000005,0.05957,0.0,6173.75,1.0625,86.5175,0.713825,9.24125,17.630000000000003,0.026615
Kepler-328 c,5.176,39.4,71.31134693999999,0.22702,0.0,6165.8,1.044,89.49600000000001,0.21996000000000002,9.3547,56.367599999999996,0.045452
Kepler-33 c,2.89,0.38999999999999996,13.175583191666668,0.026953333333333333,0.0,5901.333333333333,1.7333333333333334,88.8,0.24114999999999998,6.646566666666666,14.387500000000001,0.015203333333333333
Kepler-33 d,4.986666666666666,6.569999999999999,21.775743018333333,0.08038,0.0,5901.333333333333,1.7333333333333334,89.26333333333334,0.22611666666666666,7.9836833333333335,20.047416666666667,0.026233333333333334
Kepler-33 e,3.7750000000000004,7.956666666666667,31.78469654166667,0.04611833333333334,0.0,5901.333333333333,1.7333333333333334,89.40333333333334,0.23311666666666664,8.850249999999999,26.122773333333335,0.01989
Kepler-33 f,4.248333333333333,14.816666666666666,41.02825058333333,0.058403333333333335,0.0,5901.333333333333,1.7333333333333334,89.54,0.2755666666666667,9.909683333333334,30.134466666666665,0.022375
Kepler-333 b,1.432,28.2,12.551070196000001,0.053352,0.0,4207.4,0.582,88.256,0.6791,3.1796800000000003,22.848000000000003,0.02249
Kepler-338 b,2.4,30.6,13.727037361999999,0.020208,0.0,5923.4,1.684,89.026,0.18588,7.342439999999999,13.86894,0.013078000000000001
Kepler-338 e,1.64,8.5,9.341421138000001,0.007802000000000001,0.0,5923.4,1.684,83.73,0.7403799999999999,6.1501399999999995,7.622,0.008898
Kepler-339 c,1.232,7.3,6.9880719760000005,0.020532,0.0,5574.6,0.8560000000000001,88.8,0.28002000000000005,3.0767,16.318,0.013236000000000001
Kepler-339 d,1.252,14.7,10.558320693999999,0.020868,0.0,5574.6,0.8560000000000001,88.892,0.3195,3.3864000000000005,21.887999999999998,0.013452
Kepler-345 b,0.77,0.5,7.415536095999999,0.015982,0.0,4411.8,0.624,89.65599999999999,0.15022,1.9583000000000002,28.806,0.011264
Kepler-345 c,1.318,2.2,9.387441026000001,0.040086,0.0,4411.8,0.624,89.224,0.4024,1.4998200000000002,41.184,0.019354
Kepler-349 b,1.8939999999999997,94.5,5.929741138,0.041668,0.0,5899.6,0.9199999999999999,89.13,0.22211999999999996,2.47346,17.759999999999998,0.01882
Kepler-350 c,2.748,6.65,17.848516162,0.03922,0.0,6214.6,1.31,88.41600000000001,0.3419,5.67756,20.32,0.01918
Kepler-350 d,2.596,14.85,26.136313519999998,0.036646,0.0,6214.6,1.31,88.976,0.3993,6.6671000000000005,26.880000000000003,0.018116
Kepler-351 b,2.842,4.8,37.05455266,0.10547,0.0,5641.8,0.844,89.48400000000001,0.33754,5.00538,51.426,0.030732000000000002
Kepler-351 c,3.254,11.1,57.248405819999995,0.150824,0.0,5641.8,0.844,89.84200000000001,0.14704,6.09628,72.526,0.035308
Kepler-359 c,4.838,2.9,57.689263319999995,0.16949999999999998,0.0,6171.4,0.99,88.91,0.89306,4.95216,48.3,0.044553999999999996
Kepler-359 d,30.197499999999998,2.7,77.08602075,0.098195,0.0,6214.5,1.0350000000000001,88.17999999999999,1.23345,4.610250000000001,36.75,0.266665
Kepler-36 b,1.42,3.765098,13.849760832,0.007676,0.0,5925.0,1.6159999999999999,88.69200000000001,0.29702,7.13606,13.3862,0.008060000000000001
Kepler-36 c,3.7464999999999997,9.71857,16.229502026666665,0.04779,0.0,5934.0,1.6183333333333332,87.56333333333333,0.49871666666666664,7.763633333333333,13.428,0.021206666666666665
Kepler-363 c,2.2,66.4,7.5423471300000005,0.012689999999999998,0.0,5718.4,1.938,87.934,0.34859999999999997,4.7797600000000005,11.14,0.010438
Kepler-37 b,0.2833333333333334,4.6560999999999995,13.3671006,0.0013133333333333335,0.0,5374.0,0.7566666666666667,88.62,0.5239333333333334,3.4600666666666666,24.400000000000002,0.0034333333333333334
Kepler-37 c,0.72,6.65,21.301958380000002,0.00875,0.0,5395.2,0.764,89.708,0.20381999999999997,3.82224,40.456,0.008598
Kepler-37 d,1.896,25.566666666666666,39.792229305999996,0.060652000000000005,0.0,5395.2,0.764,89.84200000000001,0.16634,4.475980000000001,65.3652,0.022692
Kepler-37 e,0.37,8.1,51.2069,0.0027,0.0,5288.0,0.73,89.95,0.02,8.994,43.4,0.0046
Kepler-385 b,2.972,12.8,10.043669206,0.047116,0.0,6266.6,1.1199999999999999,81.588,0.78006,5.49978,7.346000000000001,0.024146
Kepler-385 c,3.018,13.2,15.16249384,0.04686,0.0,6266.6,1.1199999999999999,82.458,0.82352,7.1292,8.648,0.02452
Kepler-39 b,13.707999999999998,6046.585,21.087190392000004,0.915804,0.0,6257.8,1.424,89.934,0.0194,5.929746,29.5524,0.087952
Kepler-396 b,3.4579999999999997,75.5,42.992129492000004,0.111568,0.0,5579.0,1.032,89.714,0.30272,4.6468,67.78999999999999,0.030728
Kepler-396 c,5.642,17.9,88.51251006,0.263418,0.0,5579.0,1.032,89.59,0.53476,7.18356,77.86,0.04985
Kepler-4 b,4.054,24.154625000000003,3.2136677839999996,0.072918,0.0,5799.2,1.48,88.09,0.15833999999999998,4.01478,5.9615219999999995,0.025122
Kepler-40 b,12.368,679.355125,6.873168238,0.388166,0.0,6462.8,1.9580000000000002,88.39399999999999,0.18378,6.91048,7.73674,0.057996000000000006
Kepler-406 b,1.374,5.84099,2.42630287,0.018708,0.0,5661.4,0.998,87.058,0.32182,2.64214,6.5902,0.012620000000000001
Kepler-406 c,0.778,2.71,4.623348324,0.006044,0.0,5661.4,0.998,88.296,0.30498000000000003,3.02226,11.108,0.007142
Kepler-407 b,1.198,2.434525,0.6693149519999999,0.01334,0.0,5565.8,1.042,85.162,0.26458,1.5434199999999998,3.19786,0.010566
Kepler-408 b,0.714,5.0,2.465026762,0.0030299999999999997,0.0,6095.6,1.238,86.604,0.57152,1.22886,11.919999999999998,0.0052580000000000005
Kepler-409 b,1.034,9.794873333333332,68.9584602,0.012254,0.0,5440.0,0.9019999999999999,89.752,0.40188,3.07422,145.712,0.010485999999999999
Kepler-41 b,10.034,173.469354,1.8555575819999999,1.08756,0.0,5671.8,0.938,84.848,0.5317000000000001,2.35167,5.8398,0.098094
Kepler-411 b,2.0283333333333333,25.600000000000005,3.005156818333333,0.06867833333333334,0.0,4972.0,0.7633333333333333,87.39333333333333,0.3584,2.03805,9.938,0.024463333333333333
Kepler-411 c,3.468,26.4,7.834433624000001,0.20220599999999997,0.0,4971.6,0.758,88.756,0.37434,2.8491,19.164,0.04203
Kepler-411 d,3.4974999999999996,15.2,58.0193651,0.12942499999999998,0.0,4970.25,0.7575000000000001,88.725,0.93195,5.588749999999999,36.9725,0.0424375
Kepler-412 b,12.408,297.37881333333337,1.720861124,1.036048,0.0,6089.2,1.122,82.014,0.7406200000000001,2.035194,5.3369,0.101236
Kepler-414 b,2.0,3.5,4.6996505079999995,0.040094000000000005,0.0,5520.4,0.944,86.642,0.6079399999999999,2.47642,11.272,0.019403999999999998
Kepler-414 c,2.94,29.9,7.170727724,0.089544,0.0,5520.4,0.944,87.786,0.56162,2.95856,15.498000000000001,0.028566
Kepler-415 b,1.442,119.9,4.176348901999999,0.057082,0.0,4456.2,0.616,88.474,0.3071,2.32742,13.314000000000002,0.021268000000000002
Kepler-416 b,2.63,58.2,6.319431268000001,0.057699999999999994,0.0,5861.8,1.07,88.702,0.27448,3.2282800000000003,13.945400000000001,0.022464
Kepler-417 b,2.438,11.0,12.330934464,0.092672,0.0,5336.2,0.8140000000000001,89.5,0.19726,3.0639399999999997,30.727999999999998,0.027517999999999997
Kepler-418 b,9.834,349.612125,86.67850522,0.8535780000000001,0.0,6103.8,1.052,89.912,0.32316,10.13168,67.69,0.085414
Kepler-419 b,22.574,807.2506999999999,69.727871638,0.453878,0.0,6316.8,1.476,89.274,0.7197199999999999,4.80058,86.1198,0.142918
Kepler-422 b,12.124,146.19835,7.891448890000001,1.050608,0.0,5900.6,1.184,89.26599999999999,0.21572,4.198138,15.435599999999999,0.09362
Kepler-423 b,12.630166666666666,203.51199333333335,2.6843285750000003,1.8050399999999998,0.0031666666666666666,5834.5,0.9283333333333333,89.23466666666667,0.11628333333333332,2.688763333333333,8.514166666666666,0.12440333333333332
Kepler-424 b,8.71,334.66754000000003,3.3118640900000003,0.598914,0.0,5501.6,0.942,85.80600000000001,0.8515599999999999,1.3638000000000001,12.3738,0.084856
Kepler-425 b,9.638,75.63979,3.797018078,1.484982,0.0,5221.0,0.8039999999999999,89.006,0.26546,2.258624,13.7694,0.11002
Kepler-426 b,11.623999999999999,107.584355,3.2175189439999996,1.478466,0.0,5836.8,0.906,86.53,0.6392200000000001,2.1183959999999997,10.664,0.11733
Kepler-427 b,10.604,92.48818,10.290994842,0.9841599999999999,0.0,6113.6,1.068,89.59,0.12387999999999999,4.283924000000001,19.8616,0.091058
Kepler-428 b,11.392,405.2262,3.525632538,2.3389379999999997,0.0,5070.2,0.766,89.84200000000001,0.030579999999999996,2.6080379999999996,11.737779999999999,0.136068
Kepler-43 b,11.8,998.4953,3.02409301,0.7922279999999999,0.0,6042.2,1.316,87.768,0.31696,2.7656479999999997,8.646600000000001,0.081894
Kepler-432 b,11.836,1149.9941833333332,52.50107498,0.09376999999999999,0.0,5004.4,3.9859999999999998,89.914,0.06704,14.899239999999999,27.5874,0.027202
Kepler-433 b,8.994,894.6711499999999,5.334083902000001,0.494456,0.0,6109.6,1.276,88.856,0.12146000000000001,6.277506,6.7738,0.064744
Kepler-434 b,8.632,928.0467000000001,12.874706538000002,0.41092199999999995,0.0,5927.0,1.028,87.66799999999999,0.9410999999999999,2.28034,22.639599999999998,0.07750399999999999
Kepler-435 b,11.386,268.56275,8.600151826,0.455618,0.0,6259.8,1.672,87.56,0.32938,9.001059999999999,7.4036,0.062668
Kepler-44 b,11.526,320.28653249999996,3.2467324000000004,0.72191,0.0,5698.8,1.342,86.86999999999999,0.42055999999999993,3.0463999999999998,8.09,0.07851
Kepler-444 d,0.4625,0.2,6.1894146725,0.0056425,0.0,5036.75,0.6224999999999999,89.2875,0.27602499999999996,2.2413,20.432499999999997,0.00676
Kepler-444 e,0.47,0.1,7.7434766075,0.0057925,0.0,5036.75,0.6224999999999999,89.095,0.26482500000000003,2.78585,20.4075,0.0068775
Kepler-447 b,8.178,435.41,7.7943011,0.322388,0.0,5551.8,0.906,88.09599999999999,0.93136,1.03648,31.413999999999998,0.080996
Kepler-45 b,10.708,157.74724,2.4552406,3.917688,0.0,3870.2,0.55,89.146,0.21051999999999998,1.736626,12.4838,0.178004
Kepler-450 b,5.794,19.4,28.45491051,0.1432,0.0,6253.8,1.518,89.49600000000001,0.22058,8.1342,26.12686,0.034984
